"fuel_type_code","station_name","street_address","intersection_directions","city","state","zip","plus4","station_phone","status_code","expected_date","groups_with_access_code","access_days_time","cards_accepted","ev_level1_evse_num","ev_level2_evse_num","ev_dc_fast_count","ev_other_info","ev_network","ev_network_web","geocode_status","latitude","longitude","date_last_confirmed","id","updated_at","owner_type_code","federal_agency_id","federal_agency_name","open_date","ev_connector_types"
"ELEC","26 South St","26 South St",,"Cattaraugus","NY","14719",,"866-816-7584","E",,"Public",,,,"2.0",,,"EV Connect","http://evconnect.com/","GPS","42.329551","-78.86664","2023-08-12T00:00:00.000","231043","2023-08-12 00:47:44",,,,"2022-09-30T00:00:00.000","J1772"
"ELEC","CENTROTHERM CENTRO F6","400 S Pearl St",,"Albany","NY","12202",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.637654","-73.758885","2023-08-12T00:00:00.000","187556","2023-08-12 00:20:59",,,,"2021-04-13T00:00:00.000","J1772"
"ELEC","W DELAVAN DELAVAN (1)","722 W Delavan Ave",,"Buffalo","NY","14222",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.922743","-78.873098","2023-08-12T00:00:00.000","154370","2023-08-12 00:19:27",,,,"2020-03-07T00:00:00.000","J1772"
"ELEC","Village of Sodus Point","8482 Greig St.",,"Sodus Point","NY","14555",,"866-816-7584","E",,"Public",,,,"2.0",,,"EV Connect","http://evconnect.com/","GPS","43.270176","-76.98107","2023-08-12T00:00:00.000","198011","2023-08-12 00:47:12",,,,"2021-10-19T00:00:00.000","J1772"
"ELEC","31-99 33rd St","31-99 33rd St",,"Astoria","NY","11106",,"888-356-8911","E",,"Public","24 hours daily",,,"2.0",,,"FLO","https://flo.ca/","GPS","40.761412","-73.923755","2023-08-12T00:00:00.000","193926","2023-08-12 00:52:13",,,,"2021-08-14T00:00:00.000","J1772"
"ELEC","Hannaford Supermarket","5 Maple Rd",,"Voorheesville","NY","12186",,"877-455-3833","E",,"Public","24 hours daily",,,,"1.0",,"eVgo Network","https://www.evgo.com/","GPS","42.649353","-73.923215","2023-08-11T00:00:00.000","228381","2023-08-11 23:56:15",,,,"2018-03-07T00:00:00.000","CHADEMO J1772COMBO"
"ELEC","NEW HARTFORD GW-1 1.6","8635 Clinton St",,"New Hartford","NY","13413",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.092865","-75.31666","2023-08-12T00:00:00.000","174767","2023-08-12 00:16:00",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","SCCC AMMERMAN 5","College Rd",,"Farmingville","NY","11738",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.844511","-73.055317","2023-08-12T00:00:00.000","193749","2023-08-12 00:28:25",,,,"2021-08-11T00:00:00.000","J1772"
"ELEC","IKEA USA BROOKLYN 2","1 Beard St",,"Red Hook","NY","11231",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.671379","-74.011649","2023-08-12T00:00:00.000","252885","2023-08-12 00:32:12",,,,"2023-02-01T00:00:00.000","J1772"
"ELEC","IMPark 353 4th Ave - Tesla Destination","353 4th Ave",,"Brooklyn","NY","11215",,"212-937-8660  877-798-3752","E",,"Public",,,,"4.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","40.6732353","-73.9862323","2022-10-06T00:00:00.000","122475","2023-01-18 15:15:20","P",,,"2019-02-12T00:00:00.000","TESLA"
"ELEC","Pine Plains","2971 Church St.",,"Pine Plains","NY","12567",,"866-816-7584","E",,"Public",,,,"2.0",,,"EV Connect","http://evconnect.com/","GPS","41.979823","-73.656058","2023-08-12T00:00:00.000","123096","2023-08-12 00:47:00",,,,"2019-04-01T00:00:00.000","J1772"
"ELEC","Marshall & Sons","701 Montauk Highway",,"Montauk","NY","11954",,"866-816-7584","E",,"Public",,,,"4.0",,,"EV Connect","http://evconnect.com/","GPS","41.033696","-71.946475","2023-08-12T00:00:00.000","163945","2023-08-12 00:47:16",,,,"2020-06-26T00:00:00.000","J1772"
"ELEC","SAMARITAN TROY FLR 1 EV 2","2215 Burdett Ave",,"Troy","NY","12180",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.734481","-73.673165","2023-08-12T00:00:00.000","185306","2023-08-12 00:24:40",,,,"2021-02-23T00:00:00.000","J1772"
"ELEC","North Creek Heads in Beds","191 Main St",,"North Creek","NY","12853",,"518-412-2821","E",,"Public","10am-10pm daily; for guest use only; Drivers must bring their own J1772 cordset for Level 1 charging",,"1.0","1.0",,,"Non-Networked",,"200-9","43.69475","-73.985344","2022-06-14T00:00:00.000","88498","2023-02-14 15:54:11","P",,,"2017-11-15T00:00:00.000","J1772 NEMA520"
"ELEC","Buffalo State - Cleveland Hall","1300 Elmwood Ave",,"Buffalo","NY","14222",,"716-878-3041","E",,"Public","24 hours daily",,,"2.0",,,"Non-Networked",,"GPS","42.932067","-78.88137","2022-03-07T00:00:00.000","104734","2023-02-14 15:54:11","P",,,"2018-02-01T00:00:00.000","J1772"
"ELEC","Roosevelt Field - Tesla Supercharger","630 Old Country Road",,"Garden City","NY","11530",,"877-798-3752","E",,"Public","24 hours daily","A D Debit M V",,,"12.0",,"Tesla","https://www.tesla.com/supercharger","GPS","40.741602","-73.613058","2023-07-01T00:00:00.000","200956","2023-07-14 19:41:28","P",,,"2021-11-04T00:00:00.000","TESLA"
"ELEC","Mohawk Honda Collision Center Inside","25 Saratoga Rd",,"Schenectady","NY","12302",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"8.0",,,"LIVINGSTON","https://www.solution.energy","GPS","42.85144","-73.94279","2022-07-12T00:00:00.000","223235","2023-02-14 15:54:11","P",,,"2021-12-29T00:00:00.000","J1772"
"ELEC","TOWN GLENVILLE IM PARK EV1","Indian Meadows Park 1 Jason Morris Way",,"Glenville","NY","12302",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.887598","-73.93673","2023-08-12T00:00:00.000","156813","2023-08-12 00:20:18",,,,"2020-05-27T00:00:00.000","J1772"
"ELEC","DS Rose Inc","2445 Allen Ave",,"Niagara Falls","NY","14303",,"716-285-3479","E",,"Public - Credit card at all times","24 hours daily","A D Debit M V",,"2.0",,,"Non-Networked",,"GPS","43.0840930401961","-79.031062295377","2022-09-14T00:00:00.000","226496","2023-02-14 15:54:11","P",,,"2022-08-24T00:00:00.000","J1772"
"ELEC","RRH RIEDMAN CAMP3","100 Kings Hwy S",,"Rochester","NY","14617",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.202118","-77.574545","2023-08-12T00:00:00.000","173961","2023-08-12 00:12:20",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","420 E. 53rd St.","420 E 53rd",,"New York","NY","10022",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"6.0",,,"LIVINGSTON","https://www.solution.energy","GPS","40.75527","-73.96386","2022-07-12T00:00:00.000","223257","2023-02-14 15:54:11","P",,,"2022-02-02T00:00:00.000","J1772"
"ELEC","BNE MASTER 5000 MURRAY ST4","1000 Murray Court",,"Pearl River","NY","10965",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.04637","-74.00326","2023-08-12T00:00:00.000","220394","2023-08-12 00:33:36",,,,"2022-06-01T00:00:00.000","J1772"
"ELEC","The Forge","44-28 Purves St","Residents ONLYResidents ONLY||","Long Island City","NY","11101",,"888-998-2546","E",,"Public",,,,"2.0",,,"Blink Network","http://www.blinkcharging.com/","GPS","40.74679","-73.94111","2023-06-20T00:00:00.000","241192","2023-06-20 00:10:50",,,,"2023-01-06T00:00:00.000","J1772"
"ELEC","Site Centers The Hub (Hempstead, NY)","132-178 Fulton Ave",,"Hempstead","NY","11550",,"833-632-2778","E",,"Public","24 hours daily",,,,"4.0",,"Electrify America","https://www.electrifyamerica.com/","GPS","40.70601","-73.63095","2023-08-12T00:00:00.000","211861","2023-08-12 00:43:28",,,,"2022-03-17T00:00:00.000","CHADEMO J1772COMBO"
"ELEC","TOWN OF BOLTON TOWN OF BOLTON2","5 Cross Street Town of Bolton",,"Bolton Landing","NY","12814",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.557552","-73.657861","2023-08-12T00:00:00.000","212600","2023-08-12 00:22:20",,,,"2022-03-24T00:00:00.000","J1772"
"ELEC","Jericho Turnpike Shopping Center - Tesla Supercharger","271 Jericho Turnpike",,"Syosset","NY","11791",,"877-798-3752","E",,"Public","24 hours daily","A D Debit M V",,,"8.0",,"Tesla","https://www.tesla.com/supercharger","GPS","40.811177","-73.506461","2023-07-01T00:00:00.000","227704","2023-07-14 19:41:28","P",,,"2022-09-12T00:00:00.000","TESLA"
"ELEC","COMPETITION BMW BMW- PUBLIC","599 Middle Country Rd",,"Smithtown","NY","11787",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.860706","-73.158217","2023-08-11T00:00:00.000","192571","2023-08-11 23:57:59",,,,"2021-07-06T00:00:00.000","J1772"
"ELEC","4th Precinct","53 Shonnard Place",,"Yonkers","NY","10703",,"866-816-7584","E",,"Public",,,,"1.0",,,"EV Connect","http://evconnect.com/","GPS","40.95158","-73.888161","2023-08-12T00:00:00.000","261577","2023-08-12 00:47:48",,,,"2023-05-27T00:00:00.000","J1772"
"ELEC","GOLDEN ARROW GOLDEN 1.2","2559 Main St",,"Lake Placid","NY","12946",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","44.286465","-73.984314","2023-08-12T00:00:00.000","169879","2023-08-12 00:23:43",,,,"2020-12-03T00:00:00.000","J1772"
"ELEC","ATRIUM EVCHARGE EV8","451 Clifton Park Center Rd",,"Clifton Park","NY","12065",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.856313","-73.78563","2023-08-12T00:00:00.000","225562","2023-08-12 00:32:35",,,,"2022-08-16T00:00:00.000","J1772"
"ELEC","SUNY BUFFALO JACOBS 4","50 Augspurger Rd",,"Buffalo","NY","14228",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.998863","-78.787254","2023-08-12T00:00:00.000","182263","2023-08-12 00:24:58",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","The Paddocks of Saratoga","1 Ascot Cir",,"Saratoga","NY","12866",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","43.11577","-73.74304","2022-07-12T00:00:00.000","223272","2023-02-14 15:54:11","P",,,"2022-02-22T00:00:00.000","J1772"
"ELEC","Highrise Parking","210 W 71st Street",,"New York","NY","10023",,"888-998-2546","E",,"Public",,,,"1.0",,,"Blink Network","http://www.blinkcharging.com/","GPS","40.777905","-73.982299","2023-06-20T00:00:00.000","257528","2023-06-20 00:11:32",,,,"2023-03-30T00:00:00.000","J1772"
"ELEC","20RTAC STATION EE52","211 North End Ave",,"New York","NY","10282",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.716133","-74.01556","2023-08-12T00:00:00.000","261000","2023-08-12 00:35:49",,,,"2023-05-18T00:00:00.000","J1772"
"ELEC","PEPSICO INC STATION 3","100 E Stevens Ave",,"Valhalla","NY","10595",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.095104","-73.77466","2023-08-12T00:00:00.000","175241","2023-08-12 00:19:06",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","CORP COMM 3 STATION 8 CC3","Teleport Dr/Corp Commons Bldg",,"Staten Island","NY","10314",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.604324","-74.179675","2023-08-12T00:00:00.000","252136","2023-08-12 00:23:35",,,,"2023-01-26T00:00:00.000","J1772"
"ELEC","COLE GROUP COLONIE EAST 1","4025 Doorstone Dr",,"Latham","NY","12110",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.745777","-73.768845","2023-08-12T00:00:00.000","154060","2023-08-12 00:18:11",,,,"2020-02-27T00:00:00.000","J1772"
"ELEC","Sound Mountain LLC","221 Hillcrest Drive",,"Roxbury","NY","12474",,"866-816-7584","E",,"Public",,,,"4.0",,,"EV Connect","http://evconnect.com/","GPS","42.27887","-74.565333","2023-08-12T00:00:00.000","230841","2023-08-12 00:47:17",,,,"2022-09-30T00:00:00.000","J1772"
"ELEC","Yonkers Main Yard","969 A Midland AveYonkers, NY 10704",,"Yonkers","NY","10704",,"800-663-5633","E",,"Public",,,,"5.0",,,"SemaCharge Network","https://semaconnect.com/","GPS","40.935943","-73.857583","2023-06-21T00:00:00.000","235998","2023-06-21 00:02:53",,,,"2022-01-17T00:00:00.000","J1772"
"ELEC","Bayport Fire District","251 Snedecor Ave.",,"Bayport","NY","11705",,"800-663-5633","E",,"Public",,,,"4.0",,,"SemaCharge Network","https://semaconnect.com/","GPS","40.745289","-73.052841","2023-06-21T00:00:00.000","228833","2023-06-21 00:02:50",,,,"2022-06-09T00:00:00.000","J1772"
"ELEC","Greymoor Way - Building 13B","2204 Drummers Ct",,"Baldwinsville","NY","13027",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"2.0",,,"LIVINGSTON","https://www.solution.energy","GPS","43.18163","-76.3001","2022-07-12T00:00:00.000","223128","2023-02-14 15:54:11","P",,,"2021-10-28T00:00:00.000","J1772"
"ELEC","Irvington Public Library","12 S Astor St,",,"Irvington","NY","10533",,"866-816-7584","E",,"Public",,,,"2.0",,,"EV Connect","http://evconnect.com/","GPS","41.039444","-73.872672","2023-08-12T00:00:00.000","168428","2023-08-12 00:47:20",,,,"2020-08-27T00:00:00.000","J1772"
"ELEC","MALTA STATION6","2540 State Hwy 9",,"Malta","NY","12020",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.97578","-73.79175","2023-08-12T00:00:00.000","259688","2023-08-12 00:38:52",,,,"2023-04-21T00:00:00.000","J1772"
"ELEC","Old Westbury Golf and Country Club - Tesla Destination","270 Wheatley Road",,"Old Westbury","NY","11568",,"516-626-1810  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","40.802151","-73.601366","2022-10-06T00:00:00.000","168994","2023-01-18 15:15:20","P",,,"2015-12-16T00:00:00.000","J1772 TESLA"
"ELEC","Kings County Parking - Tesla Destination","581 Clarkson Ave",,"Brooklyn","NY","11203",,"718-245-5337  877-798-3752","E",,"Public",,,,"2.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","40.65601","-73.940902","2022-10-06T00:00:00.000","114907","2023-01-18 15:15:20","P",,,"2017-06-16T00:00:00.000","TESLA"
"ELEC","Towne Centre at Somers","325 Route 100",,"Somers","NY","10589",,"877-455-3833","E",,"Public","24 hours daily",,,,"1.0",,"eVgo Network","https://www.evgo.com/","GPS","41.32539","-73.686843","2023-08-11T00:00:00.000","228617","2023-08-11 23:56:35",,,,"2018-03-07T00:00:00.000","CHADEMO J1772COMBO"
"ELEC","STRONG MUSEUM STRONG L1 #5","1 Manhattan Square Dr",,"Rochester","NY","14607",,"888-758-4389","E",,"Public","Mon 8:00am - 5:00pm; Tue 8:00am - 5:00pm; Wed 8:00am - 5:00pm; Thu 8:00am - 5:00pm; Fri 8:00am - 8:00pm; Sat 8:00am - 8:00pm; Sun 8:00am - 5:00pm",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.151985","-77.600943","2023-08-12T00:00:00.000","174551","2023-08-12 00:16:13",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","HARLEY SCHOOL HARLEY 2","1981 Clover St",,"Rochester","NY","14618",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.120601","-77.54906","2023-08-12T00:00:00.000","188100","2023-08-12 00:26:38",,,,"2021-04-29T00:00:00.000","J1772"
"ELEC","NAC KIA STATION2","3900 Sheridan Dr",,"Amherst","NY","14226",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.980295","-78.789092","2023-08-12T00:00:00.000","201818","2023-08-12 00:30:11",,,,"2021-12-01T00:00:00.000","J1772"
"ELEC","10 Airline Dr","10 Airline Dr",,"Albany","NY","12205",,"844-623-1001","E",,"Public - Credit card at all times","24 hours daily","A CREDIT D M V",,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","42.73614","-73.81867","2022-11-10T00:00:00.000","233103","2023-02-14 15:54:11","P",,,"2022-09-15T00:00:00.000","J1772"
"ELEC","Walkway Over the Hudson","61 Parker Avenue",,"Poughkeepsie","NY","12601",,"866-816-7584","E",,"Public",,,,"4.0",,,"EV Connect","http://evconnect.com/","GPS","41.711783","-73.926435","2023-08-12T00:00:00.000","123117","2023-08-12 00:46:59",,,,"2019-04-01T00:00:00.000","J1772"
"ELEC","Village of Burdett","4125 State Route 79",,"Burdette","NY","14818",,"866-816-7584","E",,"Public",,,,"2.0",,,"EV Connect","http://evconnect.com/","GPS","42.422401","-76.833884","2023-08-12T00:00:00.000","157946","2023-08-12 00:47:10",,,,"2020-05-15T00:00:00.000","J1772"
"ELEC","Mont Pleasant Branch Library","1036 Crane St",,"Schenectady","NY","12303",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","42.79807","-73.94733","2022-07-12T00:00:00.000","223285","2023-02-14 15:54:11","LG",,,"2022-03-30T00:00:00.000","J1772"
"ELEC","TATABROOKFIELD #4","11 E Loop Rd",,"New York","NY","10044",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.755108","-73.955605","2023-08-12T00:00:00.000","174185","2023-08-12 00:14:10",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","LIRR Station Plaza","48-54 Railroad Plaza",,"Southampton","NY","11968",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","40.89421","-72.39045","2022-07-12T00:00:00.000","223290","2023-02-14 15:54:11","P",,,"2022-04-23T00:00:00.000","J1772"
"ELEC","400 Jefferson","400 Jefferson Rd",,"Rochester","NY","14623",,"518-691-3119","E",,"Public - Credit card at all times","24 hours daily","A D Debit M V",,"10.0",,,"LIVINGSTON","https://www.solution.energy","GPS","43.089637","-77.64194","2022-07-12T00:00:00.000","191103","2023-02-14 15:54:11","P",,,"2021-10-27T00:00:00.000","J1772"
"ELEC","PICOTTE 12 CORPORATE 5","12 Corporate Woods Blvd",,"Albany","NY","12211",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.685658","-73.766685","2023-08-12T00:00:00.000","181236","2023-08-12 00:22:41",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","MATTHEW IMPORT SERVICE AREA","3013 Vestal Rd",,"Vestal","NY","13850",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.101709","-76.004164","2023-08-12T00:00:00.000","233315","2023-08-12 00:35:47",,,,"2022-10-12T00:00:00.000","J1772"
"ELEC","Staples Plaza - Tesla Supercharger","3379 Crompond Road",,"Yorktown Heights","NY","10589",,"877-798-3752","E",,"Public","24 hours daily",,,,"12.0",,"Tesla","https://www.tesla.com/supercharger","200-8","41.290501","-73.832487","2023-07-01T00:00:00.000","149366","2023-07-14 19:41:28","P",,,"2019-09-30T00:00:00.000","TESLA"
"ELEC","Woodland Pond at New Paltz","100 Woodland Pond Circle",,"New Paltz","NY","12561",,"866-816-7584","E",,"Public",,,,"2.0",,,"EV Connect","http://evconnect.com/","GPS","41.757387","-74.063202","2023-08-12T00:00:00.000","230772","2023-08-12 00:46:55",,,,"2022-09-30T00:00:00.000","J1772"
"ELEC","WILLIAMSVILLE VILLAGE HALL 1","5565 Main St",,"Williamsville","NY","14221",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.961981","-78.745451","2023-08-12T00:00:00.000","162301","2023-08-12 00:07:31",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","Champion Parking 74 LLC - Tesla Destination","2109 Broadway",,"New York","NY","10023",,"212-874-9315  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","40.780027","-73.982823","2022-10-06T00:00:00.000","115052","2023-01-18 15:15:20","P",,,"2018-02-22T00:00:00.000","J1772 TESLA"
"ELEC","MASPETH FEDERAL STATION 1","101-09 Metropolitan Ave",,"Forest Hills","NY","11375",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.710752","-73.851417","2023-08-12T00:00:00.000","193535","2023-08-12 00:26:37",,,,"2021-08-06T00:00:00.000","J1772"
"ELEC","Hidden Meadow Trail LLC","108 Hidden Meadow Trail",,"Grand Island","NY","14072",,"866-816-7584","E",,"Public",,,,"1.0",,,"EV Connect","http://evconnect.com/","GPS","43.033313","-78.972986","2023-08-12T00:00:00.000","202633","2023-08-12 00:47:32",,,,"2021-12-13T00:00:00.000","J1772"
"ELEC","Crossgates Mall - Tesla Supercharger","1 Crossgates Mall Road",,"Guilderland","NY","12203",,"877-798-3752","E",,"Public","24 hours daily",,,,"20.0",,"Tesla","https://www.tesla.com/supercharger","200-8","42.68869","-73.853254","2023-07-01T00:00:00.000","102330","2023-07-14 19:41:28","P",,,"2018-07-23T00:00:00.000","TESLA"
"ELEC","HARMONY MILLS 1 FALLSVIEW 1.1","Mohawk St & Cohoes Mills",,"Cohoes","NY","12047",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.78178","-73.705505","2023-08-12T00:00:00.000","174735","2023-08-12 00:16:44",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","MUNI LOT STATION 2","2578 Main St",,"Lake Placid","NY","12946",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","44.285366","-73.9843","2023-08-12T00:00:00.000","193882","2023-08-12 00:23:52",,,,"2021-08-14T00:00:00.000","J1772"
"ELEC","Stever-Locke Industries Inc","179 N Main St",,"Honeoye Falls","NY","14472",,"833-692-6787","E",,"Public - Credit card at all times","24 hours daily","A D Debit M V",,"4.0",,,"AMPUP","https://ampup.io/","GPS","42.9619298675038","-77.5890770326536","2022-09-14T00:00:00.000","226548","2023-02-14 15:54:11","P",,,"2022-08-22T00:00:00.000","J1772"
"ELEC","NATIONAL GRID KOHLS AMHERST","3115 Niagara Falls Blvd",,"Buffalo","NY","14228",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.039273","-78.820953","2023-08-12T00:00:00.000","162208","2023-08-12 00:09:52",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","Hampton Inn New Paltz - Tesla Destination","4 S Putt Corners Rd",,"New Paltz","NY","12561",,"845-255-4200  877-798-3752","E",,"Public",,,,"2.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.740786","-74.067013","2022-10-06T00:00:00.000","114982","2023-01-18 15:15:20","P",,,"2017-11-30T00:00:00.000","TESLA"
"ELEC","RIVERHEAD BAY VW_408150_A","1521 Old Country Rd",,"Riverhead","NY","11901",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.925695","-72.692471","2023-08-11T00:00:00.000","162424","2023-08-11 23:59:07",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","MOSEY MOSEY 1","5195 Main St",,"Williamsville","NY","14221",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.959881","-78.758655","2023-08-12T00:00:00.000","149544","2023-08-12 00:17:14",,,,"2019-11-27T00:00:00.000","J1772"
"ELEC","iPark NYC The Carnegie Garage - Tesla Destination","200 E 94th St",,"New York","NY","10128",,"855-472-7569  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","40.783536","-73.949507","2022-10-06T00:00:00.000","115043","2023-01-18 15:15:20","P",,,"2015-06-24T00:00:00.000","J1772 TESLA"
"ELEC","BURNS MGT OXFORD 2","6213 Johnston Rd",,"Albany","NY","12203",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.68476","-73.868266","2023-08-12T00:00:00.000","118705","2023-08-12 00:12:13",,,,"2019-02-23T00:00:00.000","J1772"
"ELEC","KEELER STATION 6","1111 Troy-Schenectady Rd",,"Latham","NY","12110",,"888-758-4389","E",,"Public","24 hours daily",,,,"1.0",,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.766317","-73.812767","2023-08-12T00:00:00.000","260390","2023-08-12 00:38:43",,,,"2023-05-06T00:00:00.000","CHADEMO J1772COMBO"
"ELEC","Icon Parking Wall Park - Tesla Destination","39 Exchange Pl",,"New York","NY","10005",,"212-825-0700  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","40.705922","-74.010175","2022-10-06T00:00:00.000","115116","2023-01-18 15:15:20","P",,,"2016-12-29T00:00:00.000","J1772 TESLA"
"ELEC","FURNACE POINT FPEV3","96 Furnace Point Rd",,"Westport","NY","12993",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","44.193195","-73.42714","2023-08-12T00:00:00.000","211841","2023-08-12 00:32:11",,,,"2022-03-17T00:00:00.000","J1772"
"ELEC","Holiday Inn - Queensbury","216 Corinth Rd",,"Queensbury","NY","12804",,"518-691-3119","E",,"Public","24 hours daily",,,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","43.299597","-73.680142","2021-06-07T00:00:00.000","189521","2022-02-10 19:42:29","P",,,"2020-11-25T00:00:00.000","J1772"
"ELEC","BA PLAZA BA PLAZA 2","1 Northwestern Blvd",,"Albany","NY","12211",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.745908","-73.821081","2023-08-12T00:00:00.000","182190","2023-08-12 00:24:55",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","HIDDEN CREEK HC 249 RIGHT","253 Charwood Cir",,"Irondequoit","NY","14609",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.18377","-77.557365","2023-08-12T00:00:00.000","257177","2023-08-12 00:38:32",,,,"2023-03-28T00:00:00.000","J1772"
